No,SSA,VMI,VME,T,P,G
1806,643.25,0.247,0.075,35,0.0918,0.0966
1807,671.17,0.267,0.066,50,0.53,0.414
1808,671.17,0.267,0.066,50,0.47,0.371
1809,671.17,0.267,0.066,50,0.4,0.328
1810,671.17,0.267,0.066,50,0.33,0.289
1811,671.17,0.267,0.066,50,0.265,0.225
1812,671.17,0.267,0.066,50,0.19,0.179
1813,671.17,0.267,0.066,50,0.124,0.1256
1814,643.25,0.247,0.075,50,0.53,0.336
1815,643.25,0.247,0.075,50,0.47,0.31
1816,643.25,0.247,0.075,50,0.4,0.257
1817,643.25,0.247,0.075,50,0.33,0.218
1818,643.25,0.247,0.075,50,0.263,0.172
1819,643.25,0.247,0.075,50,0.193,0.12557
1820,643.25,0.247,0.075,50,0.131,0.0682
1821,922,0.345,0.165,25,0.099,0.124
1822,922,0.345,0.165,25,0.199,0.177
1823,922,0.345,0.165,25,0.297,0.224
1824,922,0.345,0.165,25,0.394,0.27
1825,922,0.345,0.165,25,0.528,0.335
1826,922,0.345,0.165,25,0.649,0.389
1827,922,0.345,0.165,25,0.78,0.446
1828,922,0.345,0.165,25,0.972,0.527
1829,922,0.345,0.165,25,1.937,0.878
1830,922,0.345,0.165,25,3.102,1.195
1831,922,0.345,0.165,25,5.162,1.617
1832,922,0.345,0.165,25,6.481,1.832
1833,922,0.345,0.165,25,9.127,2.179
1834,922,0.345,0.165,25,11.642,2.44
1835,922,0.345,0.165,25,12.996,2.562
1836,922,0.345,0.165,25,17.06,2.865
1837,922,0.345,0.165,25,20.94,3.094
1838,922,0.345,0.165,25,24.237,3.258
1839,922,0.345,0.165,35,0.102,0.039
1840,922,0.345,0.165,35,0.222,0.081
1841,922,0.345,0.165,35,0.305,0.129
1842,922,0.345,0.165,35,0.395,0.169
1843,922,0.345,0.165,35,0.551,0.242
1844,922,0.345,0.165,35,0.668,0.294
1845,922,0.345,0.165,35,0.78,0.341
1846,922,0.345,0.165,35,0.975,0.421
1847,922,0.345,0.165,35,1.939,0.753
1848,922,0.345,0.165,35,3.104,1.06
1849,922,0.345,0.165,35,5.167,1.482
1850,922,0.345,0.165,35,6.49,1.699
1851,922,0.345,0.165,35,9.13,2.048
1852,922,0.345,0.165,35,11.644,2.308
1853,922,0.345,0.165,35,13.002,2.421
1854,922,0.345,0.165,35,17.062,2.737
1855,922,0.345,0.165,35,20.942,2.986
1856,922,0.345,0.165,35,24.237,3.157
1857,922,0.345,0.165,45,0.101,0.026
1858,922,0.345,0.165,45,0.201,0.076
1859,922,0.345,0.165,45,0.299,0.124
1860,922,0.345,0.165,45,0.394,0.17
1861,922,0.345,0.165,45,0.526,0.23
1862,922,0.345,0.165,45,0.651,0.282
1863,922,0.345,0.165,45,0.784,0.335
1864,922,0.345,0.165,45,0.972,0.407
1865,922,0.345,0.165,45,1.942,0.717
1866,922,0.345,0.165,45,3.103,1.016
1867,922,0.345,0.165,45,5.171,1.419
1868,922,0.345,0.165,45,6.487,1.625
1869,922,0.345,0.165,45,9.13,1.973
1870,922,0.345,0.165,45,11.647,2.225
1871,922,0.345,0.165,45,13.001,2.348
1872,922,0.345,0.165,45,17.065,2.659
1873,922,0.345,0.165,45,20.94,2.877
1874,922,0.345,0.165,45,24.238,3.068
1875,1492,0.26,0.7,25,1,1.695
1876,1492,0.26,0.7,25,0.92,1.615
1877,1492,0.26,0.7,25,0.84,1.53
1878,1492,0.26,0.7,25,0.76,1.44
1879,1492,0.26,0.7,25,0.68,1.344
1880,1492,0.26,0.7,25,0.6,1.245
1881,1492,0.26,0.7,25,0.52,1.132
1882,1492,0.26,0.7,25,0.44,1.015
1883,1492,0.26,0.7,25,0.36,0.891
1884,1492,0.26,0.7,25,0.28,0.75
1885,1492,0.26,0.7,25,0.2,0.59
1886,1492,0.26,0.7,25,0.146,0.4753075
1887,1492,0.26,0.7,25,0.0917,0.34
1888,1671,0.29,0.72,25,1,1.35
1889,1671,0.29,0.72,25,0.92,1.27
1890,1671,0.29,0.72,25,0.84,1.19
1891,1671,0.29,0.72,25,0.76,1.11
1892,1671,0.29,0.72,25,0.68,1.02
1893,1671,0.29,0.72,25,0.6,0.934
1894,1671,0.29,0.72,25,0.518,0.837
1895,1671,0.29,0.72,25,0.44,0.738
1896,1671,0.29,0.72,25,0.358,0.634
1897,1671,0.29,0.72,25,0.28,0.515
1898,1254,0.26,0.47,25,1,1.21
1899,1254,0.26,0.47,25,0.92,1.148
1900,1254,0.26,0.47,25,0.84,1.081
1901,1254,0.26,0.47,25,0.76,1.015
1902,1254,0.26,0.47,25,0.68,0.939
1903,1254,0.26,0.47,25,0.6,0.863
1904,1254,0.26,0.47,25,0.52,0.778
1905,1254,0.26,0.47,25,0.44,0.693
1906,1254,0.26,0.47,25,0.36,0.5972
1907,1254,0.26,0.47,25,0.28,0.492
1908,1254,0.26,0.47,25,0.2,0.379
1909,1254,0.26,0.47,25,0.146,0.297
1910,464,0.11,0.14,25,1,0.5
1911,464,0.11,0.14,25,0.92,0.47
1912,464,0.11,0.14,25,0.54,0.444
1913,464,0.11,0.14,25,0.76,0.42
1914,464,0.11,0.14,25,0.68,0.39
1915,464,0.11,0.14,25,0.6,0.36
1916,464,0.11,0.14,25,0.52,0.328
1917,464,0.11,0.14,25,0.44,0.292
1918,464,0.11,0.14,25,0.36,0.25489
1919,464,0.11,0.14,25,0.28,0.212
1920,464,0.11,0.14,25,0.2,0.164
1921,464,0.11,0.14,25,0.118,0.111
1922,1492,0.26,0.7,25,25.5,6.68
1923,1492,0.26,0.7,25,30.6,7
1924,1492,0.26,0.7,25,20.6,6.3
1925,1492,0.26,0.7,25,16,5.75
1926,1492,0.26,0.7,25,11.6,5
1927,1492,0.26,0.7,25,8.1,4.3
1928,1492,0.26,0.7,25,6.1,3.7
1929,1492,0.26,0.7,25,4.3,3
1930,1492,0.26,0.7,25,2.5,2.2
1931,2261,0.74,0.49,25,1.3,1.897
1932,2261,0.74,0.49,25,2.05,3.01
1933,2261,0.74,0.49,25,2.95,3.497
1934,2261,0.74,0.49,25,3.9,4.023
1935,2261,0.74,0.49,25,5.15,4.501
1936,2261,0.74,0.49,25,6.6,5.307
1937,2261,0.74,0.49,25,8.65,6.021
1938,2261,0.74,0.49,25,11.5,6.811
1939,2261,0.74,0.49,25,14.9,7.618
1940,2261,0.74,0.49,25,18.4,8.401
1941,2261,0.74,0.49,25,23.7,9.499
1942,2261,0.74,0.49,25,28.35,10.298
1943,2261,0.74,0.49,45,1.4,1.911
1944,2261,0.74,0.49,45,2.25,2.488
1945,2261,0.74,0.49,45,3.25,3.035
1946,2261,0.74,0.49,45,4.4,3.543
1947,2261,0.74,0.49,45,6.1,4.166
1948,2261,0.74,0.49,45,8.5,4.957
1949,2261,0.74,0.49,45,11.5,5.714
1950,2261,0.74,0.49,45,14.95,6.405
1951,2261,0.74,0.49,45,18.55,7.089
1952,2261,0.74,0.49,45,23.4,7.91
1953,2261,0.74,0.49,45,28.2,8.378
1954,2261,0.74,0.49,45,35,8.876
1955,2261,0.74,0.49,65,1.95,0.901
1956,2261,0.74,0.49,65,2.7,1.298
1957,2261,0.74,0.49,65,3.4,1.702
1958,2261,0.74,0.49,65,4.3,2.2
1959,2261,0.74,0.49,65,5.15,2.598
1960,2261,0.74,0.49,65,6.65,3.09
1961,2261,0.74,0.49,65,8.65,3.6
1962,2261,0.74,0.49,65,11.5,4.211
1963,2261,0.74,0.49,65,15,4.7
1964,2261,0.74,0.49,65,18.55,5.101
1965,2261,0.74,0.49,65,23.4,5.399
1966,2261,0.74,0.49,65,28.2,5.612
1967,1980,0.68,0.19,25,28.3,8.34
1968,1980,0.68,0.19,25,23.5,7.79
1969,1980,0.68,0.19,25,18.6,7
1970,1980,0.68,0.19,25,15,6.34
1971,1980,0.68,0.19,25,11.5,5.58
1972,1980,0.68,0.19,25,8.5,4.89
1973,1980,0.68,0.19,25,6.1,4.058
1974,1980,0.68,0.19,25,4.44,3.37
